id,Label,Type,Text,Comprehension,Captum,Hummingbird scores,Dwell 0-mean,FFD 0-mean,FRD 0-mean,Subtractive DT,Subtractive FFD,Subtractive FRD,Captum,Captum Converted,,Judgment,Confidence
32,Positive Sentiment,Tweet,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",The tweet shares an uplifting quote.,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.6667 1.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.6667 0.3333 0.6667 0.0 0.0 0.0 0.0 0.0 0.0, 0.0 4005.61 1868.7 3065.89 2744.06 0.0 1958.81 0.0 0.0 2525.22 1289.42 2666.83 0.0 1675.61 0.0 0.0 0.0 4095.73 0.0 2602.46 0.0 0.0 2319.26 0.0 3439.2 2100.42, 0 1093.06 411.29 793.25 689.57 0 440.04 0 0 620.75 226.47 665.93 0 349.68 0 0 0 1121.81 0 645.39 0 0 555.03 0 912.35 485.21, 0 1718.76 718.7 1278.98 1127.36 0 760.87 0 0 1025.95 447.6 1092.22 0 628.33 0 0 0 1760.94 0 1062.1 0 0 929.56 0 1453.69 827.14, 5.91 3.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.54 0.0 0.0 1.16 0.0 0.0 0.0 0.0 0.83 2.31 0.0 1.79 0.0 0.62 0.0 5.28 0.0, 0 1.51 0.0 0.0 0.0 0 0.0 0 0 2.22 0.0 0.0 5.16 0.0 0 0.0 0.0 6.68 0.0 0.0 0.94 0 0.0 0.0 4.83 0.0, 0 0.92 0.0 0.0 0.0 0 0.0 0 0 2.58 0.0 0.0 4.73 0.0 0 0.0 0.0 6.15 0.0 0.0 1.05 0 0.0 0.0 3.48 0.0,0.00 0.07 -0.01 0.13 0.32 -0.04 -0.05 0.03 0.01 -0.07 0.06 -0.00 -0.07 0.09 0.05 0.03 -0.35 0.25 0.06 0.01 0.04 0.00 -0.02 0.16 0.02 0.04 -0.02 0.05 0.02 -0.06 -0.16 0.71 -0.14 0.04 -0.14 0.02 0.12 -0.22 0.00,0.07 -0.01 0.13 0.32 -0.04 -0.0033333333333333344 -0.003333333333333336 -0.07 0.09 0.05 0.03 -0.04999999999999999 0.06 0.01 0.04 0.0 -0.02 0.16 0.02 0.04 -0.02 0.05 -0.06666666666666667 0.71 -0.020000000000000007 -0.22,,Positive,0.99
33,Positive Sentiment,Movie review,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",NO_QUESTION,,0.0 0.3333 0.6667 0.6667 1.0 0.3333 0.0 0.0 1.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.6667 0.3333, 0.0 1187.89 1747.87 2880.69 3196.08 1021.65 925.11 2301.41 1792.92 3254.0 0.0 2307.84 1491.52 1722.12 4296.71 1742.54 2204.86 3318.37 1895.91 2135.16 397.96, 0 265.95 361.61 708.53 889.65 456.46 394.86 594.71 429.98 817.64 0 718.27 600.28 478.25 1066.31 916.46 527.41 791.17 435.84 1276.99 111.29, 0 576.55 652.11 1167.77 1457.87 784.97 694.6 967.67 727.2 1332.48 0 1092.18 1188.76 763.07 1879.46 1459.71 885.98 1369.6 748.4 2041.21 266.01, 0.0 0.0 0.0 1.38 4.26 0.0 1.62 1.52 0.77 3.61 0.0 0.0 2.86 0.0 4.06 0.5 0.0 4.64 1.97 0.12 0.0, 0 0.0 0.0 0.3 2.23 0.0 0.0 0.0 0.32 2.61 2.62 0.0 0.0 0.0 3.36 3.32 0.0 0.32 1.96 0.0 0.0, 0 0.0 0.0 0.61 2.04 0.0 0.0 0.0 1.03 2.69 2.63 0.0 0.0 0.0 3.87 2.94 0.0 0.11 1.79 0.2 0.0,0.00 0.08 0.10 -0.13 0.00 0.03 0.00 -0.01 -0.15 0.07 0.00 -0.05 0.05 0.03 0.16 -0.01 -0.03 -0.07 0.16 0.04 0.19 -0.18 -0.07 -0.09 0.02 -0.07 -0.23 -0.19 0.04 -0.03 0.28 0.01 -0.79 0.00,0.08 0.1 -0.065 0.03 0.0 -0.03 0.0 -0.05 0.05 0.06 -0.03 -0.07 0.16 0.04 0.19 -0.18 -0.07 -0.04666666666666667 -0.10250000000000001 0.28 -0.39,,Positive,1
34,Positive Sentiment,Tweet,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,NO_QUESTION,,0.0 0.3333 0.3333 0.3333 0.3333 0.3333 1.0 0.3333 0.3333 0.6667 0.6667 0.6667 0.3333,,,, 13.64 0.0 0.0 6.71 0.0 0.0 0.0 0.0 1.03 1.4 2.83 6.45 0.0, 10.61 0 0 1.33 0 0.0 0.0 0 0.0 2.73 1.64 3.86 0, 10.19 0 0 1.54 0 0.0 0.0 0 0.0 1.02 1.49 5.9 0,0.00 -0.32 0.15 0.29 0.32 -0.13 -0.08 0.06 -0.07 -0.05 -0.07 0.00 -0.16 -0.02 0.02 -0.09 0.08 0.05 0.39 0.60 -0.06 -0.31 0.00,0.061999999999999986 -0.08 0.06 -0.07 -0.05 -0.07 0.0 -0.16 -0.02 0.015000000000000003 0.39 0.6 -0.185,,Positive,1
35,Positive Sentiment,Tweet,Nothing makes me happier than managing my depression well.,NO_QUESTION,,0.0 0.0 0.0 0.6667 0.0 0.3333 0.0 0.0 0.0,,,, 2.65 0.0 3.14 8.28 0.0 2.48 4.27 0.0 0.0, 0.0 0 0.0 4.69 0 1.14 0.0 0 0.0, 0.0 0 0.14 5.25 0 0.3 0.0 0 0.0,0.00 0.14 -0.07 -0.17 0.94 0.14 -0.11 0.02 -0.11 -0.15 0.03 0.00,0.14 -0.07 -0.17 0.94 0.14 -0.11 0.02 -0.11 -0.06,,Positive,0.99
36,Positive Sentiment,Tweet,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,NO_QUESTION,,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.3333,,,,,,,0.00 -0.11 0.02 0.12 0.63 -0.31 0.02 -0.01 0.07 -0.07 0.00 0.05 0.03 -0.05 -0.03 0.36 0.05 -0.07 -0.05 -0.09 0.26 -0.06 0.03 0.02 0.11 -0.06 -0.02 -0.01 0.23 0.06 -0.38 -0.02 0.11 0.11 -0.10 0.00,-0.11 0.02 0.12 0.63 -0.145 -0.01 0.07 -0.07 0.0 0.05 -0.010000000000000002 -0.03 0.205 -0.07 -0.05 -0.09 0.07666666666666667 0.02 0.11 -0.06 -0.02 -0.01 0.14500000000000002 -0.38 0.045 0.0049999999999999975,,Positive,1
37,Positive Sentiment,Movie review,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 1.0 0.3333 1.0, 0.0 2915.67 2220.53 418.31 4936.72 2748.32 0.0 0.0 1332.29 2233.4 1834.34 0.0 3855.39 0.0 0.0 3083.02 2722.57 0.0 0.0 0.0 0.0 2542.35 2593.84 0.0 0.0 1924.45 2375.0 2928.54 2465.11 0.0 6172.53 2181.91 1152.07 0.0 4164.34 6005.18 1718.48 1782.85 2310.64 0.0 1087.71 1049.09, 0 629.75 488.96 0.0 1156.56 583.35 0 0 230.58 629.07 353.75 0 1035.56 0 0 716.14 674.14 0 0 0 0 616.64 633.07 0 0 419.5 563.25 675.85 592.0 0 1774.84 501.64 401.08 0 967.13 1721.44 353.79 365.32 542.71 0 291.54 140.22, 0 1088.63 844.31 52.88 1916.48 1017.32 0 0 453.62 986.34 651.58 0 1634.42 0 0 1199.95 1104.27 0 0 0 0 1019.92 1044.02 0 0 730.75 941.61 1136.66 983.78 0 2718.83 851.24 597.28 0 1779.01 2640.51 634.36 655.48 911.48 0 673.16 321.08, 0.0 0.98 4.93 0.0 7.73 3.4 0.0 1.2 0.0 6.92 0.0 0.0 4.08 0.0 0.0 6.42 1.01 0.0 0.0 0.0 0.02 3.21 0.0 0.0 0.0 1.17 0.0 3.27 3.39 0.0 10.59 1.26 7.73 0.0 4.46 0.36 5.23 0.0 1.67 0.0 0.0 0.0, 0 0.0 1.64 0.0 4.84 1.86 0.0 5.43 0.0 1.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.13 0.0 0.0 0.0 0 0.87 0.0 0.0 0.77 2.25 0.0 9.67 0.53 7.64 0 1.84 11.0 2.28 0.0 1.23 0.0 0.0 0.0, 0 0.0 1.94 0.0 5.4 1.99 0.0 4.81 0.0 1.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0 0.73 0.0 0.0 1.12 2.27 0.0 8.57 0.55 7.97 0 2.4 9.72 2.28 0.0 1.21 1.18 0.0 0.0,0.00 -0.18 0.12 -0.00 -0.33 0.00 0.09 0.44 0.11 0.08 0.04 0.00 -0.09 -0.10 -0.14 -0.12 0.01 -0.12 -0.05 0.40 -0.11 0.08 -0.37 0.05 -0.10 0.02 -0.04 -0.05 0.02 0.00 -0.04 -0.07 -0.10 0.23 -0.11 0.01 0.01 0.05 0.00 -0.10 -0.29 0.04 0.02 -0.06 -0.05 0.01 -0.03 -0.00 -0.12 -0.05 0.01 0.07 -0.00 -0.05 0.00,-0.02 -0.33 0.0 0.09 0.44 0.11 0.08 0.04 0.0 -0.09 -0.12 0.01 -0.12 -0.05 0.14500000000000002 0.08 -0.37 0.05 -0.1 0.02 -0.04 -0.05 -0.006666666666666667 -0.07 -0.1 0.23 -0.11 0.01 0.01 0.05 0.0 -0.1 -0.0725 -0.05 0.01 -0.03 0.0 -0.12 -0.05 0.01 0.07 -0.025,,Positive,1
38,Positive Sentiment,Tweet,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,NO_QUESTION,,0.6667 0.0 0.0 1.0 0.3333 0.0 0.3333 0.0 0.0 0.0 1.0 0.3333 0.6667 0.0 0.3333,,,,,,,0.00 -0.71 -0.22 -0.13 -0.12 0.10 0.06 0.14 0.07 0.01 0.05 -0.12 0.14 -0.10 -0.16 0.53 -0.05 -0.16 0.00,,,Positive,1
39,Positive Sentiment,Movie review,"An entertaining, colorful, action-filled crime story with an intimate heart.",NO_QUESTION,,0.0 1.0 1.0 0.6667 0.0 0.0 0.0 0.0 1.0 0.6667,,,, 0.0 0.0 0.0 0.0 0.0 0.0 7.42 0.0 2.9 0.0, 0 0.0 0.0 0.0 0.0 0 4.3 0 0.0 0, 0 0.0 0.0 0.0 0.0 0 3.89 0 0.68 0,0.00 -0.42 0.04 0.25 0.17 -0.05 -0.04 -0.11 0.02 -0.60 -0.03 -0.14 -0.56 0.02 0.01 -0.10 0.00,0.1 0.31999999999999995 -0.030000000000000006 0.11666666666666665 0.52 0.18 -0.11 -0.22 -0.3 -0.065,,Positive,1
40,Positive Sentiment,Movie review,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",The reviewer probably thinks the film is good enough to win some awards.,,0.0 0.0 0.0 0.6667 0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333,,,, 3.4 0.0 0.0 9.82 0.0 0.0 2.72 0.0 4.48 0.66 0.0 2.66 1.97 3.27 0.0 0.0 0.0 0.95 0.0 0.0 0.0 3.45 1.51 0.0 0.0 0.0 10.82 2.43 0.0, 0 0.0 0 7.17 0 0 1.43 0 1.05 0.0 0 0.0 0.0 2.51 0.0 0.0 0 0.0 0 0 0 0.0 0.0 0 0 0.0 5.39 1.13 0, 0 0.0 0 8.11 0 0 1.02 0 1.12 0.0 0 1.16 0.0 1.98 0.0 0.0 0 0.0 0 0 0 0.0 0.0 0 0 0.0 5.03 0.77 0,0.00 -0.14 -0.08 -0.10 0.45 -0.01 -0.02 0.02 0.07 0.00 0.01 0.07 0.07 0.00 0.09 -0.05 -0.02 -0.10 -0.04 0.03 0.05 0.03 -0.37 -0.02 0.50 0.04 0.01 -0.08 -0.00 0.02 -0.02 0.02 0.44 0.04 0.01 -0.35 0.00 0.00,-0.14 -0.08 -0.1 0.45 -0.015 0.045000000000000005 0.0 0.01 0.07 0.035 0.09 -0.05 -0.02 -0.1 -0.005000000000000001 0.05 0.03 -0.37 -0.02 0.5 0.04 0.01 -0.08 0.0 0.02 -0.02 0.02 0.16333333333333333 -0.175,,Positive,1
41,Positive Sentiment,Tweet, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,The author of the tweet likely doesn't know much about photography.,,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0,,,,,,,0.00 -0.03 -0.35 0.26 -0.24 0.16 -0.03 0.28 0.08 0.06 -0.10 -0.01 -0.04 -0.16 -0.24 -0.00 -0.18 -0.01 -0.08 -0.12 -0.07 0.14 -0.08 -0.34 0.08 0.05 0.07 -0.07 -0.16 -0.13 -0.13 0.00 -0.01 0.23 -0.46 0.00,,,Positive,1
42,Positive Sentiment,Movie review,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,NO_QUESTION,,0.0 0.6667 0.3333 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.0 0.3333 0.3333 0.3333 0.3333,,,,,,,0.00 -0.10 -0.49 0.12 0.08 -0.08 -0.09 -0.27 -0.14 -0.05 0.01 -0.23 -0.37 -0.06 -0.21 -0.10 -0.41 -0.22 -0.06 0.29 -0.24 -0.05 0.00,,,Positive,1
43,Positive Sentiment,Movie review,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",NO_QUESTION,,0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 1.0 0.3333 0.0 0.0 0.0 0.0,,,,,,,0.00 -0.06 -0.37 0.08 -0.44 -0.19 -0.01 -0.05 -0.07 0.06 0.07 -0.00 -0.29 -0.33 0.02 -0.21 0.38 -0.10 -0.21 -0.35 0.07 -0.08 -0.15 -0.14 0.00,,,Positive,1
44,Positive Sentiment,Movie review,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,It's not clear whether the reviewer feels positively or negatively about this movie.,,0.0 0.0 0.0 1.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0,,,,,,,0.00 0.04 -0.76 -0.04 -0.02 -0.09 -0.11 -0.25 0.20 -0.07 -0.03 0.10 -0.08 -0.08 0.04 -0.08 0.03 0.08 -0.08 -0.01 0.03 -0.06 -0.11 -0.21 -0.13 -0.16 0.03 0.28 -0.26 0.00,,,Positive,1
45,Polite,Tweet,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.3333 1.0 1.0 0.3333, 0.0 0.0 2733.95 4819.37 0.0 3506.33 1678.37 0.0 3519.2 0.0 3416.22 4188.6 1498.15, 0 0 667.55 1180.89 0 908.97 325.77 0 917.08 0 880.22 1000.64 268.27, 0 0 1099.16 1923.13 0 1455.63 600.16 0 1659.66 0 1413.46 1648.93 515.81, 0.0 0.0 4.75 6.57 0.0 8.31 0.63 0.0 0.0 0.0 1.82 1.41 0.0, 0.0 0.0 1.0 6.9 0.0 8.44 0.0 0 5.45 6.38 0.87 1.37 0.0, 0.0 0.09 0.91 6.63 0.0 7.56 0.0 0 6.5 5.96 0.7 1.15 0.0,0.00 -0.32 0.15 0.29 0.32 -0.13 -0.08 0.06 -0.07 -0.05 -0.07 0.00 -0.16 -0.02 0.02 -0.09 0.08 0.05 0.39 0.60 -0.06 -0.31 0.00,0.061999999999999986 -0.08 0.06 -0.07 -0.05 -0.07 0.0 -0.16 -0.02 0.015000000000000003 0.39 0.6 -0.185,,Polite,0.96
46,Polite,Tweet," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",NO_QUESTION,,0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.3333 0.3333 0.6667 0.3333 0.3333, 2008.07 0.0 3153.76 0.0 0.0 3231.0 2793.32 4737.13 3385.47 5831.34 0.0 3102.27 3836.03 2510.11 1403.04 3604.31 1403.04 1853.59 1943.7 2407.13 3346.86 1531.77 2960.67 0.0 9641.73 2844.81 2690.33 2226.91 2355.64 0.0 3604.31 514.8 2304.15 1763.48 1621.88 1853.59 3848.9 1750.61 2767.57 2716.08, 622.55 0 797.08 0 0 799.72 683.08 1232.25 872.01 1453.35 0 680.65 899.75 679.73 251.52 941.83 403.52 406.26 412.01 559.87 778.69 280.59 704.47 0 2492.04 741.51 650.22 502.37 630.44 0 941.83 170.13 579.01 354.51 309.34 383.26 1019.86 350.41 807.87 545.44, 2115.79 0 1291.97 0 0 1306.12 1124.29 2140.98 1401.41 2347.07 0 1167.87 1810.27 1225.75 485.64 1503.83 637.64 707.5 726.67 943.55 1468.34 533.89 1170.61 0 4496.31 1190.38 1076.09 859.21 1006.45 0 1503.83 271.95 947.36 642.33 576.06 684.5 1618.29 636.3 1245.24 975.14, 0.0 0.0 2.57 0.0 0.0 0.0 4.05 0.0 4.75 6.23 0.0 0.0 0.0 0.0 2.76 4.35 0.0 0.79 2.42 0.0 1.73 4.21 0.21 2.08 0.0 1.64 2.37 0.0 0.0 0.0 3.65 0.0 0.0 0.35 2.24 0.0 0.0 2.17 0.0 0.0, 0.0 0 0.0 0.0 0.0 0.0 4.28 0.7 5.11 5.6 0 0.0 0.0 0.0 1.81 2.18 0.0 0.69 4.55 0.0 0.0 0.91 0.0 0.14 0.0 0.0 0.82 0.0 0.0 0 0.15 0.0 0.0 0.0 0.0 0.0 0.0 0.27 0.0 0.0, 0.0 0 0.0 0.0 0.0 0.0 5.11 0.85 4.49 4.88 0 0.0 0.0 0.0 1.62 1.94 0.0 0.97 4.22 0.0 0.0 1.11 0.0 0.0 0.0 0.0 1.05 0.0 0.0 0 0.27 0.0 0.0 0.0 0.0 0.0 0.0 0.51 0.0 0.0,0.00 -0.15 -0.11 -0.06 0.05 -0.04 -0.07 -0.16 -0.06 0.06 -0.03 -0.01 0.60 -0.07 -0.06 0.01 -0.11 -0.08 -0.35 -0.06 0.10 0.01 -0.03 0.10 0.01 0.04 -0.17 -0.00 -0.10 -0.01 -0.29 0.03 0.01 0.01 -0.31 -0.07 -0.01 -0.12 -0.03 -0.01 0.01 -0.04 -0.09 0.14 -0.08 -0.00 0.04 0.04 0.25 0.03 0.06 -0.08 0.02 -0.09 0.01 -0.03 0.16 0.00,,,Polite,0.65
47,Polite,SE,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",NO_QUESTION,,0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.6667 1.0 1.0 0.6667 0.6667 0.6667, 1213.56 3105.89 0.0 2449.37 4006.99 0.0 0.0 0.0 338.2 0.0 0.0 0.0 0.0 3376.22 0.0 0.0 3221.74 0.0 1612.62 0.0, 190.23 538.97 0 584.51 1081.47 0 0 0 0.0 0 0 0 0 880.22 0 0 830.94 0 317.55 0, 401.35 1286.95 0 979.7 1708.66 0 0 0 0.0 0 0 0 0 1413.46 0 0 1341.17 0 588.11 0, 0.0 5.13 0.0 0.96 6.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.04 0.0 0.0 0.33 0.0 0.0 0.0, 0.0 2.69 0.0 1.8 5.04 0.0 0 0.0 0.0 0.0 0 0.65 0 1.85 0.0 0.0 3.46 0.0 0.0 0, 0.0 3.16 0.0 1.87 5.07 0.0 0 0.0 0.0 0.0 0 0.0 0 1.75 0.0 0.0 3.35 0.0 0.0 0,0.00 0.35 0.13 0.07 -0.11 0.06 0.03 0.55 0.12 0.06 0.06 0.00 0.05 0.04 0.07 -0.14 0.17 -0.16 -0.01 0.01 -0.05 -0.05 0.00 -0.05 0.02 -0.04 0.03 -0.09 0.61 -0.17 0.00,0.18333333333333335 -0.11 0.06 0.03 0.55 0.12 0.06 0.06 0.03 0.07 -0.14 0.0050000000000000044 -0.016666666666666666 -0.05 0.0 -0.05 0.02 -0.04 -0.03 0.21999999999999997,,Impolite,0.3
48,Polite,SE,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",NO_QUESTION,,0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.3333 0.6667 0.3333 0.3333 1.0 0.0, 4429.8 0.0 0.0 6051.8 0.0 2421.62 0.0 0.0 3824.77 3181.13 2704.83 0.0 2434.49 0.0 2653.33 0.0 2305.76 0.0 0.0 1803.72 0.0 3889.14 0.0 0.0 2357.26 2588.97 0.0 567.91 2653.33 0.0 5421.02 0.0 0.0, 859.0 0 0 1472.49 0 576.3 0 0 1023.97 818.61 666.65 0 580.4 0 650.22 0 539.33 0 0 379.16 0 1044.5 0 0 555.76 629.69 0 221.88 650.22 0 1533.25 0 0, 1907.47 0 0 2666.56 0 967.65 0 0 1624.32 1323.1 1100.19 0 973.67 0 1076.09 0 913.43 0 0 678.47 0 1654.44 0 0 937.53 1045.97 0 337.12 1076.09 0 2371.36 0 0, 0.0 0.0 0.0 6.12 0.0 0.0 0.24 0.0 0.0 0.6 0.0 0.0 0.0 0.0 5.32 0.0 0.0 0.0 0.0 0.96 1.33 0.0 0.0 0.0 1.12 1.14 0.0 0.0 0.0 0.0 2.62 0.0 0.0, 0.0 0.0 0.0 4.52 0 0.0 2.59 0.8 0.0 0.06 0.0 0 0.0 0.0 5.57 0.0 0.0 0.0 0.0 0.0 0 0.13 0.0 0 3.99 0.0 0.0 0.0 2.62 0.0 0.0 0 0.0, 0.6 0.0 0.0 5.16 0 0.0 2.4 0.72 0.0 0.15 0.0 0 0.0 0.27 5.13 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0 3.8 0.0 0.0 0.0 2.05 0.0 0.0 0 0.0,0.00 0.27 0.13 0.17 0.13 -0.03 0.08 0.11 0.07 -0.20 0.09 0.00 0.07 0.09 -0.47 0.11 0.16 0.17 -0.04 -0.15 -0.09 0.55 0.07 0.02 0.24 -0.13 0.04 -0.06 0.26 0.02 0.08 0.00,,,Polite,0.99
