id,Label,Type,Text,Comprehension,Captum,Hummingbird scores,Dwell 0-mean,FFD 0-mean,FRD 0-mean,Subtractive DT,Subtractive FFD,Subtractive FRD,Captum,Captum Converted,,Judgment,Confidence
49,Polite,SE,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",NO_QUESTION,,0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0,,,, 0.0 9.68 3.6 0.0 0.22 1.34 3.94 5.08 0.84 2.48 0.0 0.0 4.08 0.0 2.84 0.0 0.0 1.17 3.48 2.13 1.42 0.41 0.0, 0.0 10.29 4.51 0.0 0.0 0.0 4.01 4.81 0.39 0.56 2.07 0.0 1.5 0.0 0.81 0.0 0.0 0.0 4.7 1.91 1.92 3.15 0.0, 0.0 11.72 3.82 0.0 0.0 0.0 3.45 5.86 0.15 0.55 1.9 0.0 3.21 0.0 0.82 0.0 0.0 0.0 3.83 1.82 1.24 2.82 0.0,0.00 0.95 0.00 0.09 0.02 0.04 -0.05 0.06 -0.04 0.04 -0.02 -0.02 0.07 0.01 -0.05 0.05 0.03 -0.06 -0.02 0.01 0.03 -0.02 -0.21 0.06 0.02 -0.00 -0.08 -0.09 0.01 0.00,0.95 0.045 0.02 0.04 0.0049999999999999975 -0.04 0.01 -0.02 0.07 0.01 -0.05 0.05 0.03 -0.06 -0.02 0.006666666666666667 -0.21 0.06 0.02 0.0 -0.08 -0.09 0.01,,Polite,0.98
50,Polite,Tweet,@marcdeacon_ Happy Birthday Marc have a good one! Xx,NO_QUESTION,,0.0 1.0 1.0 0.3333 0.0 0.0 0.0 0.0 0.0,,,, 0.0 0.0 0.29 0.0 0.0 6.26 2.51 2.02 0.02, 0.0 0.7 0.24 0.8 0.33 0 0.0 0.16 3.7, 0.0 0.58 0.13 1.15 0.42 0 0.18 0.06 2.95,0.00 0.65 0.10 0.12 0.03 0.05 0.00 0.35 0.48 0.03 0.06 -0.11 -0.18 0.06 0.20 -0.33 0.00,0.15833333333333335 0.35 0.48 0.03 0.06 -0.11 -0.18 0.13 -0.33,,Polite,0.9
51,Polite,Tweet,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.3333 0.0 0.0 0.3333 0.3333 1.0 0.0, 4036.53 0.0 2208.57 0.0 2440.28 0.0 3135.42 0.0 1564.92 0.0 1487.69 2646.25 4203.88 4718.8 2041.22 0.0 2260.06 0.0 0.0 1461.94 2092.71 2491.78 0.0, 972.74 0 542.53 0 560.46 0 742.24 0 452.18 0 312.54 585.17 1179.13 1159.41 488.14 0 489.96 0 0 304.32 505.57 675.89 0, 1754.06 0 898.58 0 1007.02 0 1332.35 0 712.36 0 561.21 1103.41 1832.38 1889.36 819.26 0 853.68 0 0 549.16 844.36 1074.12 0, 0.0 0.0 4.46 0.0 0.0 0.0 3.46 0.0 0.0 0.0 1.05 2.56 0.7 0.0 0.0 0.84 1.67 1.71 0.0 0.0 1.9 0.0 2.39, 0.0 0.0 2.87 0.0 0.0 0.0 1.45 0 0.0 0.0 0 2.44 0.84 0.09 0.0 0.0 1.26 0.0 0.0 0.01 0.0 0.0 0.0, 0.0 0.0 3.38 0.0 0.0 0.0 1.93 0 0.0 0.0 0 2.44 0.75 0.23 0.0 0.0 1.72 0.0 0.0 0.0 0.0 0.0 0.0,0.00 0.20 0.21 0.24 0.05 -0.09 -0.07 0.08 0.01 0.48 0.03 -0.01 -0.03 0.49 0.04 -0.12 0.03 0.04 0.03 0.07 -0.01 0.01 0.26 -0.37 -0.01 0.09 -0.02 -0.06 0.26 -0.14 -0.08 0.04 0.08 0.04 -0.10 -0.02 0.00 -0.09 0.00,0.20500000000000002 0.03666666666666666 0.48 0.10400000000000001 -0.12 0.03 0.035 0.023333333333333334 0.26 -0.37 -0.01 0.09 -0.02 0.1 -0.14 -0.08 0.04 0.08 0.04 -0.1 -0.02 0.0 -0.09,,Polite,0.95
52,Polite,Tweet,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,This person seems like a good coworker.,,0.3333 0.0 0.0 0.6667 0.6667 0.6667 0.0 0.0 0.0 0.0 0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333, 0.0 2096.19 944.37 1126.07 1253.32 1890.23 719.1 1337.0 783.46 1158.26 931.19 1561.96 1697.13 377.96 0.0 1684.26 0.0 0.0 3035.92 0.0 739.88, 0 491.28 439.86 340.29 687.0 425.57 329.11 690.39 337.18 546.82 119.59 296.34 363.97 240.43 0 513.36 0 0 780.6 0 279.86, 0 829.73 747.97 887.39 1087.15 733.33 570.11 1115.46 597.36 917.51 284.51 579.71 642.97 379.82 0 790.44 0 0 1259.01 0 525.92, 0.0 0.0 1.21 4.39 0.0 1.09 0.0 0.0 0.0 2.8 0.0 0.0 2.4 0.0 0.0 1.41 3.56 0.0 0.54 1.61 0.0, 1.52 0.0 0.17 2.03 0.0 0.0 0.0 1.72 0.0 2.17 0.0 0.0 0.0 0.0 0 0.36 4.29 0 0.0 4.21 0.0, 1.24 0.0 0.08 2.38 0.0 0.0 0.0 1.44 0.0 1.92 0.0 0.0 0.0 0.0 0 0.27 3.75 0 0.0 3.89 0.0,0.00 0.97 -0.12 0.05 0.08 0.04 -0.01 -0.01 0.14 0.02 -0.02 0.02 0.00 0.05 0.07 0.02 0.02 -0.00 -0.01 0.01 -0.01 0.00 0.02 -0.04 0.00 -0.01 -0.00 0.00,0.97 -0.12 0.05 0.03666666666666667 -0.01 0.14 0.02 0.0 0.0 0.060000000000000005 0.02 0.02 0.0 -0.01 0.01 -0.01 0.0 0.02 -0.04 0.0 -0.005,,Polite,0.91
53,Polite,Tweet,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,NO_QUESTION,,0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.3333 0.6667 0.3333 0.3333 1.0 0.0, 3273.11 2668.08 2101.67 0.0 2590.84 3401.84 3517.7 2384.88 3659.3 4959.47 3080.02 2771.06 1651.12 0.0 1071.83 1651.12, 810.74 657.71 477.0 0 633.07 887.81 928.78 599.36 973.96 1388.77 789.14 690.57 458.25 0 325.43 325.25, 1323.32 1080.17 815.09 0 1044.02 1419.56 1477.78 979.63 1544.05 2152.53 1272.95 1128.36 729.23 0 510.13 596.23, 4.86 2.88 1.63 1.6 0.0 0.0 38.08 0.31 2.32 10.1 0.0 2.17 0.83 0.0 0.0 0.0, 0.68 0.11 0.58 9.23 0.0 0.0 30.43 0.68 0.17 0.88 0.0 1.04 0.0 0 0.0 0.0, 0.57 0.29 0.83 9.09 0.0 0.0 33.77 1.24 0.01 0.99 0.0 1.14 0.0 0 0.0 0.0,0.00 0.27 0.13 0.17 0.13 -0.03 0.08 0.11 0.07 -0.20 0.09 0.00 0.07 0.09 -0.47 0.11 0.16 0.17 -0.04 -0.15 -0.09 0.55 0.07 0.02 0.24 -0.13 0.04 -0.06 0.26 0.02 0.08 0.00,0.27 0.13 0.17 0.13 -0.03 0.095 -0.010000000000000002 -0.00799999999999999 0.08800000000000001 0.07 0.02 0.05499999999999999 0.04 -0.06 0.26 0.05,,Polite,0.97
54,Polite,SE,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",The author of the post seems excessively respectful.,,0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.3333 0.6667 0.3333 0.6667 0.3333, 0.0 0.0 1050.5 0.0 406.85 2170.44 0.0 2415.03 1707.02 1024.75 0.0 0.0 548.45 1758.51 0.0 0.0 5646.14 1179.23, 0 0 321.32 0 132.97 486.64 0 596.67 356.78 177.11 0 0 38.15 391.21 0 0 1540.55 211.39, 0 0 642.48 0 228.25 844.61 0 991.07 645.73 364.43 0 0 154.52 687.82 0 0 2416.22 421.72, 0.0 2.68 0.0 0.0 0.96 0.0 0.0 6.51 1.9 0.0 3.87 0.0 0.0 0.0 0.0 0.0 9.52 2.55, 0 0.0 0.0 0.0 2.33 0.31 0.84 2.06 0.0 0.0 5.33 2.27 0.0 0.0 0.0 0.0 7.06 0, 0 0.16 0.0 0.0 1.64 0.54 0.49 2.24 0.0 0.0 5.79 2.08 0.0 0.04 0.0 0.0 6.89 0,0.00 0.29 0.21 -0.06 0.19 0.49 -0.38 0.10 0.02 0.03 0.31 0.18 -0.09 0.29 -0.21 0.28 -0.04 -0.12 -0.08 -0.04 -0.09 -0.25 0.00,0.29 0.21 -0.06 0.19 0.49 -0.14 0.02 0.03 0.31 0.18 -0.09 0.29 -0.21 0.04000000000000001 -0.08 -0.04 -0.09 -0.25,,Polite,0.96
55,Polite,Tweet,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",The author of the tweet likely lives in Florida.,,0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.6667 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,,,, 0.0 0.0 0.0 0.0 6.66 0.0 0.0 4.82 0.0 0.0 5.07 0.0 0.0 9.7 0.0 0.0 2.86 0.0 0.0 12.4 0.0 0.0, 0.0 0 0.0 0 2.69 0 0 2.07 0.0 0 0.0 0 0 8.88 0.0 0 0.0 0 0 8.76 0 0.0, 0.0 0 0.0 0 2.49 0 0 1.74 0.0 0 1.72 0 0 7.84 0.0 0 0.0 0 0 7.94 0 0.0,0.00 -0.26 0.08 0.05 -0.00 -0.05 0.01 0.07 0.01 -0.01 0.07 0.06 -0.08 -0.03 0.46 -0.08 0.05 0.13 0.06 0.03 -0.09 -0.06 0.65 -0.03 0.36 -0.11 -0.21 0.05 0.00 0.00 0.00 0.14 -0.09 0.00,-0.09 0.0 0.01 0.04 0.04 -0.08 -0.03 0.19 0.05 0.095 0.03 -0.09 -0.06 0.31 0.36 -0.11 -0.21 0.05 0.0 0.0 0.0 0.02500000000000001,,Impolite,0.18
56,Polite,Tweet,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,,,, 0.67 5.4 4.42 2.7 4.1 1.93 0.0 1.33 0.0 3.31 0.0 0.0 3.51 0.0 0.0 5.69 0.0, 0.0 0 1.43 2.55 2.66 0.0 0 0.0 0 0.0 0.0 0 0.0 0 0.0 1.68 0, 0.0 0 1.38 2.15 2.45 0.0 0 0.0 0 0.0 0.0 0 0.0 0 0.0 1.38 0,0.00 0.37 0.11 -0.04 0.29 -0.01 0.05 0.04 -0.20 0.03 0.10 0.16 -0.12 0.13 -0.18 0.10 0.36 -0.04 -0.23 -0.17 -0.24 -0.09 0.11 -0.56 0.00,0.24 0.12499999999999999 0.02666666666666667 -0.2 0.03 0.13 -0.12 0.13 -0.18 0.1 0.36 -0.04 -0.23 -0.17 -0.24 -0.09 -0.22500000000000003,,Impolite,0.97
57,Polite,SE,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0, 0.0 6692.52 964.43 2547.43 0.0 2991.55 0.0 147.0 0.0 2431.57 0.0 4156.55 1182.89 1569.08 0.0 1202.58 1041.67 2289.97 455.95 2959.36 552.49 893.63 1903.78 2096.88, 0 1646.78 468.61 598.8 0 786.99 0 259.01 0 608.34 0 951.18 209.95 297.16 0 620.57 517.89 627.66 144.15 776.73 205.75 423.43 439.95 501.55, 0 2801.03 790.14 1009.14 0 1263.49 0 337.03 0 1001.42 0 1808.71 417.05 561.78 0 1013.05 862.44 999.66 314.21 1248.43 404.57 723.87 754.42 844.79, 0.0 0.0 0.0 6.11 0.0 2.98 2.91 2.8 0.0 2.5 0.0 2.92 0.0 3.81 0.0 4.13 0.0 1.98 1.91 4.76 0.0 1.67 0.0 0.0, 2.04 0.0 0.0 5.53 0.82 1.47 11.9 2.5 0.0 0.16 0.0 2.25 0.0 0.96 7.37 4.63 0.17 0.82 0 1.3 0.0 4.61 0.0 0.0, 1.84 0.0 0.0 5.26 1.31 1.16 10.77 2.01 0.0 0.0 0.0 3.86 0.0 0.97 6.47 4.53 0.16 0.0 0 0.97 0.0 3.34 0.0 0.0,0.00 0.24 0.05 -0.03 0.01 0.11 -0.08 0.02 0.01 0.01 -0.14 -0.27 0.16 -0.15 0.57 0.29 -0.15 -0.05 0.14 -0.08 0.02 -0.18 0.02 0.00 0.06 -0.22 0.48 0.00,0.24 0.05 -0.03 0.01 0.11 -0.08 0.02 0.01 0.01 -0.14 -0.27 0.19333333333333333 0.29 -0.15 -0.05 0.14 -0.08 0.02 -0.18 0.02 0.0 0.06 -0.22 0.48,,Impolite,0.66
58,Polite,SE,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",NO_QUESTION,,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0, 1791.59 3877.01 2563.97 2499.61 800.37 0.0 0.0 3040.27 0.0 3207.62 0.0 1559.88 2744.19 1302.42 2087.67 0.0 1135.07, 481.54 1047.88 628.96 608.43 222.29 0 0 780.92 0 834.32 0 308.61 686.46 226.47 477.0 0 173.08, 775.53 1652.49 1038.0 1007.87 368.64 0 0 1260.9 0 1339.22 0 568.09 1122.34 447.6 815.09 0 369.28, 0.0 12.42 0.0 0.03 0.0 0.0 0.31 6.56 0.0 3.97 0.0 1.47 0.0 0.0 3.8 0.0 1.48, 0.0 6.98 0.0 0.0 0.0 0 7.81 0.29 0 3.76 0 0.0 0.0 0.0 0.0 0.0 0.0, 0.0 6.48 0.0 0.22 0.0 0 7.91 0.45 0 3.56 0 0.0 0.0 0.0 0.0 0.0 0.0,0.00 -0.17 0.08 0.20 -0.22 0.13 -0.06 -0.05 -0.31 -0.15 -0.39 0.03 -0.19 -0.14 0.16 -0.10 -0.46 -0.34 -0.10 -0.24 -0.31 0.00,-0.045000000000000005 0.2 -0.22 0.13 -0.06 -0.05 -0.31 -0.15 -0.39 0.03 -0.19 -0.14 0.03 -0.46 -0.34 -0.1 -0.275,,Impolite,0.98
59,Polite,SE,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",The author of the post is not very conscientious.,,0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333,,,, 0.0 3.94 0.0 0.0 0.0 1.9 0.0 0.0 0.0 5.46 0.0 0.0 0.0 0.0 3.8 0.0 0.0 0.0 0.18 1.18 0.0 0.0 1.46 3.63 15.29 0.0 8.36 0.0 0.0 0.0 6.55 0.0 0.0, 0.0 0.0 0 0.0 0 0.6 0.0 0.0 0 2.33 0 0.0 0 0 0.0 0 0 0 0.0 0.0 0 0 0.0 0.99 11.33 0 4.08 0.0 0 0 2.58 0 0.0, 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0 1.91 0 0.0 0 0 0.0 0 0 0 0.0 0.01 0 0 0.0 2.0 10.33 0 3.49 0.0 0 0 2.42 0 0.0,0.00 -0.40 -0.15 0.02 0.48 -0.07 -0.13 -0.09 -0.04 0.13 -0.02 -0.15 0.02 0.19 0.17 0.05 0.23 -0.53 0.03 0.06 -0.09 0.10 -0.03 -0.06 -0.07 -0.12 -0.09 0.04 -0.18 -0.01 0.02 0.01 -0.06 0.01 -0.02 -0.01 0.12 -0.01 -0.05 -0.03 0.07 0.00,-0.4 -0.15 0.02 0.48 -0.07 -0.11 -0.02 0.02 0.19 0.11000000000000001 0.23 -0.53 0.03 0.06 -0.09 0.1 -0.03 -0.06 -0.07 -0.12 -0.09 0.04 -0.18 0.005 0.01 -0.06 0.01 -0.02 -0.01 0.12 -0.01 -0.05 0.020000000000000004,,Impolite,0.97
60,Polite,SE,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",NO_QUESTION,,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0,,,, 0.0 1.51 0.0 0.0 5.5 0.0 0.0 4.49 0.0 0.0 5.97 0.0 2.94 0.0 13.88 0.0 0.0 2.73 0.0 5.59 0.0 1.58 0.0 0.0 0.0, 0.0 0.31 0 0 4.69 0 0 2.46 0 0 0.0 0 0.0 0 7.8 0 0 1.8 0 3.2 0 0.0 0 0.0 0, 0.0 0.35 0 0 3.82 0 0 2.2 0 0 0.0 0 0.06 0 10.5 0 0 1.18 0 3.13 0 0.0 0 0.0 0,0.00 -0.14 -0.13 0.17 -0.36 -0.13 -0.06 0.12 -0.08 0.17 0.08 0.21 0.08 -0.02 -0.34 -0.04 -0.06 0.00 0.13 -0.23 -0.34 -0.26 -0.20 -0.03 -0.05 -0.12 -0.14 -0.32 -0.21 -0.21 -0.08 -0.19 0.00,-0.135 0.17 -0.36 -0.13 -0.06 0.019999999999999997 0.15333333333333332 0.08 -0.02 -0.34 -0.04 -0.06 0.0 0.13 -0.28500000000000003 -0.26 -0.2 -0.03 -0.05 -0.12 -0.14 -0.32 -0.21 -0.21 -0.135,,Impolite,0.99
61,Polite,Tweet,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,NO_QUESTION,,0.6667 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 1.0 0.0 0.0 0.0 0.0 0.0,,,,,,,0.00 0.86 0.02 -0.04 0.26 -0.04 -0.05 0.07 0.03 0.06 0.06 0.03 0.06 0.04 0.10 0.02 -0.06 0.14 -0.06 0.26 0.18 -0.01 0.08 -0.01 -0.10 -0.06 0.05 0.02 0.02 0.02 -0.01 0.01 -0.02 -0.01 0.01 -0.07 -0.01 0.01 0.01 0.00 -0.01 0.01 0.00,,,Impolite,0.84
62,Polite,SE,Hi - how's it going?  Do you need more time?,NO_QUESTION,,0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0,,,,,,,0.00 0.91 0.23 0.06 0.13 -0.02 0.06 0.02 0.06 -0.12 -0.09 -0.02 -0.23 -0.10 0.06 0.00,,,Impolite,0.98
63,Polite,Tweet,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,The author of the tweet has a blog.,,0.0 0.0 0.0 0.3333 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333,,,,,,,0.00 -0.11 0.02 0.12 0.63 -0.31 0.02 -0.01 0.07 -0.07 0.00 0.05 0.03 -0.05 -0.03 0.36 0.05 -0.07 -0.05 -0.09 0.26 -0.06 0.03 0.02 0.11 -0.06 -0.02 -0.01 0.23 0.06 -0.38 -0.02 0.11 0.11 -0.10 0.00,,,Impolite,0.97
64,Polite,SE,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",NO_QUESTION,,0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,,,,,,,0.00 0.82 -0.05 0.05 -0.08 0.00 0.02 0.01 0.00 0.03 -0.00 -0.01 0.03 0.01 0.03 0.04 0.02 -0.04 0.03 -0.00 -0.02 0.04 -0.01 0.02 -0.02 -0.05 0.03 0.03 0.02 -0.00 -0.00 0.01 0.02 0.05 0.04 0.01 0.02 -0.00 -0.01 -0.00 0.00 0.02 -0.00 0.01 -0.01 -0.00 -0.02 -0.02 0.09 -0.02 -0.04 -0.10 0.48 -0.13 0.07 -0.02 -0.01 -0.03 0.02 -0.03 0.04 -0.01 0.02 -0.02 -0.02 -0.07 0.04 -0.01 0.07 -0.02 -0.08 0.00,,,Impolite,0.91
65,Polite,SE,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,NO_QUESTION,,0.6667 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333,,,,,,,0.00 -0.40 -0.15 0.02 0.48 -0.07 -0.13 -0.09 -0.04 0.13 -0.02 -0.15 0.02 0.19 0.17 0.05 0.23 -0.53 0.03 0.06 -0.09 0.10 -0.03 -0.06 -0.07 -0.12 -0.09 0.04 -0.18 -0.01 0.02 0.01 -0.06 0.01 -0.02 -0.01 0.12 -0.01 -0.05 -0.03 0.07 0.00,,,Impolite,0.97
66,Polite,SE,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",The author of the post is kind.,,0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.6667 1.0 0.0 0.0 0.0 0.0 0.0 0.0,,,,,,,0.00 0.36 0.54 0.16 0.27 -0.02 0.05 0.03 0.02 0.05 0.14 -0.24 -0.09 -0.02 0.01 -0.05 -0.01 -0.10 -0.01 0.01 0.04 -0.09 -0.04 0.54 -0.02 0.08 0.19 0.02 -0.02 0.09 -0.16 0.00,,,Impolite,0.92
67,Impolite,Tweet,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333, 0.0 0.0 6563.97 2714.95 0.0 3422.97 8803.86 0.0 2303.02 2200.03 0.0 7066.01 0.0 5933.19 0.0 7014.52 0.0 2032.69 0.0 1002.85 3525.95 2727.83, 0 0 1890.56 662.55 0 888.43 2605.19 0 531.12 498.26 0 1670.74 0 1469.31 0 1779.31 0 444.87 0 116.3 921.29 666.65, 0 0 2895.49 1094.16 0 1425.51 3943.75 0 901.38 853.19 0 3130.44 0 2600.29 0 3106.34 0 774.87 0 292.91 1473.71 1100.19, 0.0 0.0 4.75 1.02 5.69 0.0 14.72 0.0 2.72 0.0 1.02 10.31 0.0 3.74 0.0 3.26 0.0 0.0 0.0 0.03 0.0 0.0, 0.2 0.0 4.19 0.6 4.14 0.0 12.21 0 0.08 0.0 0.27 7.24 0 1.86 0.0 14.1 1.85 2.54 0 0.0 0.0 0.0, 1.21 0.0 3.66 0.83 3.89 0.0 11.8 0 0.16 0.0 0.33 8.57 0 2.28 0.0 15.09 1.75 2.04 0 0.0 0.0 0.0,0.00 0.03 0.29 0.06 -0.31 -0.04 -0.05 -0.07 -0.03 -0.00 -0.07 -0.05 0.16 0.11 -0.06 -0.01 -0.03 0.03 -0.25 0.05 -0.26 -0.05 -0.05 -0.05 -0.07 0.02 0.06 0.18 -0.28 -0.03 0.04 -0.06 0.02 0.04 -0.10 -0.15 -0.65 -0.16 0.00,0.15999999999999998 -0.08499999999999999 -0.07 -0.03 0.0 -0.060000000000000005 0.16 0.11 -0.06 -0.01 -0.03 -0.11 -0.10500000000000001 -0.05000000000000001 -0.025 0.06 0.18 -0.28 -0.03 0.04 -0.019999999999999997 -0.20400000000000001,,Impolite,0.05
