stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"['One of the best', 'films of', 'masterpiece.']","['happiness', 'contemporary', 'masterpiece.']","['five', 'a psychological', 'masterpiece.']","['with its exploration of the', 'obstacles to']","['with its exploration of the', 'a psychological']","['with its exploration of the', 'happiness', 'a psychological']",[],[],[],[],[],[],"['with its exploration of the', 'a psychological']",[],[],['obstacles to'],['films of'],"['films of', 'five']"
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,[],['Anniversary'],['twin!'],['@RickHoffman  And'],[],['we are all so grateful'],[],[],[],[],[],[],[],[],[],[],[],[]
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"['as far as', 'I understand', 'Am I on the wrong', '*track*', 'here?']","['I understand', 'the pseudo', 'finds a', '""of the """"DNA""', 'Am I on the wrong', 'here?']","['as far as', 'code', 'algorithm...', 'Path', '""Algorithm.""""""', 'here?']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'Am I on the wrong']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong']","['@HighPerformanceMark,', 'describes a', 'searching', ""so I'm trying to"", 'Hamiltonian', 'Am I on the wrong']","['the logic', 'here?']","['the pseudo', 'describes a', 'path', 'program that', '*track*', 'here?']","['describes a', '""of the """"DNA""']","['the pseudo', 'describes a', ""so I'm trying to"", 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", 'Hamiltonian', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", 'Hamiltonian', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'describes a', ""so I'm trying to"", '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong']","['path', ""so I'm trying to"", 'using', '*track*']","['as far as', 'path', ""so I'm trying to"", 'using', '*track*', 'here?']","['@HighPerformanceMark,', 'code', 'describes a', 'write a', 'finds a', '""of the """"DNA""']","['@HighPerformanceMark,', 'describes a', 'searching', 'using', '""of the """"DNA""', 'Am I on the wrong']","['as far as', 'code', 'path', 'Path', 'using', '*track*']"
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,['to fix it'],"['Opps,', 'your archive']","['your archive', 'archive?']","['Opps,', 'links to']","[""the article's""]","['how come', 'your archive']",[],"['for you, ok?']",[],"['for you, ok?']",['your archive'],['your archive'],"[""the article's""]",[],['links to'],"['Opps,', ""I'm going""]","['how come', ""I'm going""]",['talk']
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"['Thanks for', 'like to be?']","[""I don't really"", 'I noticed', ""you weren't an admin:""]","['the heads-up on that;', ""you'd said."", ""you weren't an admin:""]","['Thanks for', 'the heads-up on that;', ""I don't really""]","['the heads-up on that;', ""you weren't an admin:""]","['the heads-up on that;', 'beyond what', ""you weren't an admin:""]",['the heads-up on that;'],"['the heads-up on that;', 'beyond what', 'like to be?']",['would you'],"['the heads-up on that;', 'beyond what', 'like to be?']","['have anything', ""you weren't an admin:"", 'like to be?']","['have anything', ""you weren't an admin:"", 'would you']","['the heads-up on that;', ""you weren't an admin:""]","['beyond what', 'would you']","['I noticed', 'would you', 'like to be?']","['Thanks for', 'the heads-up on that;', 'would you']","['the heads-up on that;', 'beyond what', 'would you']","[""you'd said."", 'you said']"
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"['Hey Love,', 'as you wish,']","['Hey Love,', 'my section,']","['if you¬† have', 'Is English']","['as you wish,', 'if you¬† have']",['any suggestions about'],"['as you wish,', 'if you¬† have']","['as you wish,']","['language for', 'you?']",['if you¬† have'],"['let me know.¬†', 'you?']","['Hey Love,', 'if you¬† have']","['Hey Love,', 'if you¬† have']",['any suggestions about'],['let me know.¬†'],"['Hey Love,', 'let me know.¬†']","['Hey Love,', 'as you wish,']","['Hey Love,', 'as you wish,']",['Is English']
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,[],['Birthday'],['Happy'],['@marcdeacon '],[],['have a good'],[],['one! Xx'],[],['one! Xx'],['have a good'],['have a good'],[],[],['Marc'],['Happy'],['Birthday'],[]
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"['sorry for', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', ""i'm deeply""]","['Hello,', 'unnie!', 'greeting¬†']","['namjoo', 'Welcome to', 'the late']","['Hello,', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'to have a pleasant +']",[],"['sorry for', 'greeting¬†', 'to have a pleasant +']",[],"['sorry for', 'greeting¬†', 'to have a pleasant +']","['@apinknumjoo', 'paradox.', 'to have a pleasant +']","['@apinknumjoo', 'paradox.', 'to have a pleasant +']","['Hello,', 'to have a pleasant +']",[],"['namjoo', 'unnie!', 'paradox.']","['Hello,', ""i'm deeply"", 'to have a pleasant +']","['Hello,', 'namjoo', 'sorry for']","['Hello,', 'unnie!']"
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"['trouble', 'chance you']","['Hey Sai -', 'picturing it']","['Hey Sai -', 'trouble']","['Hey Sai -', ""I'm having""]",['or a sketch for it?'],"['Hey Sai -', ""I'm having""]","['picturing it', 'Any']","['picturing it', 'or a sketch for it?']","['Hey Sai -', 'chance you']","['picturing it', 'or a sketch for it?']","['Hey Sai -', 'or a sketch for it?']","['Hey Sai -', 'or a sketch for it?']",['or a sketch for it?'],"['trouble', 'my head.']","['Hey Sai -', 'my head.']","['Hey Sai -', ""I'm having""]","['Hey Sai -', 'trouble']",['Any']
53,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,Polite,['Tuesday.'],"['Thanks for', 'Tuesday.']","['@johnmilley58', 'Happy to']","['Thanks for', '@discoverdelicio']",['@johnmilley58'],"['@discoverdelicio', '@johnmilley58']",[],[],[],[],[],[],['@johnmilley58'],[],[],"['@johnmilley58', 'Tuesday.']","['@johnmilley58', 'Tuesday.']",['@johnmilley58']
54,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",Polite,[],"['if you decline,']",['nominate you?'],['I will understand'],[],['I will understand'],[],['nominate you?'],[],['nominate you?'],['very much like'],['very much like'],[],[],"['if you decline,']",['you to accept.¬†'],['May I'],[]
55,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",Polite,['Please'],"['and smart.', 'is brilliant.', 'Please']","['All that said,', 'Lovett or', 'Florida!']","['All that said,', 'Leave It', 'come do']","['All that said,', ""you're hilarious""]","[""you're hilarious"", 'Leave It', 'is brilliant.']",[],"[""you're hilarious"", 'a live', 'Florida!']",[],"[""you're hilarious"", 'a live', 'Florida!']","['@jonlovett', ""you're hilarious"", 'Please']","['@jonlovett', ""you're hilarious"", 'Please']","['All that said,', ""you're hilarious""]",[],"['@jonlovett', 'is brilliant.', 'a live']","['@jonlovett', 'All that said,', 'Leave It']","['All that said,', ""you're hilarious"", 'Please']","['Lovett or', 'come do']"
56,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,Polite,[],['@svante -'],"[""I'm fine""]",['what I SHOULD'],[],['what I SHOULD'],[],[],[],[],[],[],[],[],[],['what I SHOULD'],"[""I'm fine""]",[]
57,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,Polite,[],['down.¬†'],['down.¬†'],['how they work'],[],['More important than'],[],['should do?'],[],['should do?'],['is how to shut them'],['is how to shut them'],[],[],['of such a message'],['More important than'],['Any tips on what'],[]
58,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",Polite,"['Thanks,']",['Angel'],['Angel'],"['Thanks,']",[],['I think'],[],[],[],[],[],[],[],[],[],['I think'],['I think'],[]
59,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",Polite,"['Thank you', 'post. I', 'acceptable?']","['for removing', '""Deletion"""" from my""', 'post. I']","['""the """"Speedy""', '""Deletion"""" from my""', 'are the sources']","['Thank you', '""Deletion"""" from my""', 'itself, but']","['""Deletion"""" from my""', 'are the sources']","['realise that I', 'are the sources', 'that I am using']",[],[],[],[],[],[],"['""Deletion"""" from my""', 'are the sources']",[],[],[],[],"['still', 'more']"
60,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",Polite,"['is a nice', ""I'd love to""]","['illustration.', ""I'd love to""]","['illustration.', 'code; is']","[""I'd love to"", 'code; is']",['have a look of the'],"['have a look of the', 'it possible for']",[],['it to me?'],[],['it to me?'],['have a look of the'],['have a look of the'],['have a look of the'],[],['it to me?'],"['Yes, this', 'is a nice']","['illustration.', 'it possible for']",['code; is']
61,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Polite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
62,Hi - how's it going?  Do you need more time?,Polite,[],['Hi -'],"[""how's it""]",['going?¬†'],[],['Do you need'],[],[],[],[],['Hi -'],[],[],[],[],[],[],[]
63,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,Polite,"['happy to', 'Thank you!', 'sml']","['flattered and', 'my blog!', 'for my blog.']","['complements for', 'motivates me', 'sml']","['I am really', 'complements for', 'my blog!']","['complements for', 'motivates me']","['complements for', 'to write more', 'sml']",[],"['You guys', 'sml']",[],"['to write more', 'sml']","['I am really', 'complements for', 'to write more']","['complements for', 'to write more']","['complements for', 'motivates me']",[],"['to write more', 'sml']","['I am really', 'Thank you!', 'sml']","['I am really', 'You guys', 'sml']","['my blog!', 'sml']"
64,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",Polite,"['Hey, I', 'please']","['Hey, I', '1:10,', 'platinum,', 'please', 'South']","['<url>', '1:10,', 'Backstreet', 'platinum', 'and Millennium.', 'South', 'certifications?']","['found', '<url>', 'and at around', '1:10,', 'I think I', 'can see the', 'adding']","['and at around', ""for Backstreet's"", 'and Millennium.', 'is it possible', 'to use this as', 'certifications?']","['and at around', ""for Backstreet's"", 'verify and', 'is it possible', 'to use this as', 'a source for', 'certifications?']",[],[],[],[],[],[],"['and at around', ""for Backstreet's"", 'and Millennium.', 'is it possible', 'to use this as', 'certifications?']",[],[],"['found', '<url>', 'and at around', 'holding']","['found', 'Backstreet', 'Back', 'South']","['<url>', '1:10,', 'Boys', 'Back', 'adding', 'South']"
65,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,Polite,['Thank you'],['for your kind'],['comment.'],['Thank you'],[],['¬† Do you have a'],[],[],[],[],[],[],[],[],[],['Thank you'],['Thank you'],[]
66,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",Polite,"['example,', 'Could you', 'please']","['@Colin', 'Fine:', 'please']","['Fine:', 'example,', 'described.']","['@Colin', 'Fine:', 'especially for the']","[""I think it's"", 'especially for the']","[""I think it's"", 'especially for the', 'add your']",[],[],[],[],[],[],"[""I think it's"", 'especially for the']",[],[],[],[],"['Fine:', 'use']"
67,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
68,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,Impolite,"['the question', 'is open-ended', 'an answer?']","['not specifying what', 'you claim', 'why accept']","['not specifying what', '(interview and', 'why accept']","['-1: For', 'not specifying what', 'is to be done']","['not specifying what', '(interview and']","['not specifying what', 'is to be done', 'is open-ended']",[],"['not specifying what', 'an answer?']",[],"['not specifying what', 'an answer?']","['not specifying what', 'is to be done']","['not specifying what', 'is to be done']","['not specifying what', '(interview and']",['the data. If'],"['later with', 'the data. If']","['-1: For', 'not specifying what', 'an answer?']","['all) then', 'why accept', 'an answer?']","['you claim', 'why accept']"
69,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
70,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,Impolite,"['I find this', 'conversation', 'referencing', 'What gives?']","['I find this', 'remarkable', 'you have twice', 'quality in']","['edit', 'referencing', 'format to', '<url>.']","['@TestUser,', 'I find this', 'referencing', '<url>.']","['I find this', 'you have twice', 'the detriment of']","['I find this', 'you have twice', 'war over', 'the detriment of']",['I find this'],"['I find this', 'opted to', '24 hours on', 'What gives?']",['<url>.'],"['war over', 'the detriment of', '24 hours on', 'What gives?']","['@TestUser,', 'you have twice', 'war over', 'the detriment of']","['@TestUser,', 'you have twice', 'war over', 'the detriment of']","['I find this', 'you have twice', 'the detriment of']","['edit', 'war over']","['opted to', 'war over', 'format to', 'the detriment of']","['@TestUser,', 'opted to', 'edit', 'the detriment of']","['opted to', 'war over', 'the last', 'What gives?']","['edit', 'war over', '<url>.']"
71,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",Impolite,[],['Am I indeed'],['Is <url>¬†'],['Am I indeed'],[],['responding to you?¬†'],"['""""""dishonest"""" by""']",['correct?'],['Am I indeed'],['correct?'],['Is <url>¬†'],['Is <url>¬†'],[],['correct?'],['correct?'],['Am I indeed'],['Am I indeed'],[]
72,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,Impolite,['Are you kidding?¬†'],"['@Delta.¬†', 'Delayed from']","['Delayed from', 'overtime.']","['@Delta.¬†', 'pilot is']",['Are you kidding?¬†'],"['Are you kidding?¬†', '7:30pm to 11:00']",[],['overtime.'],[],['overtime.'],['7:30pm to 11:00'],['7:30pm to 11:00'],['Are you kidding?¬†'],[],['Delayed from'],['cancel it'],['only to'],['11:00 -']
73,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",Impolite,"['How about this', 'for a novel', 'solution?¬†', 'why not delete it', 'yourself with']","['How about this', 'The next', 'editor', 'something to', 'summary of', '""""""Sorry, I\'m""']","['solution?¬†', 'banned', 'editor', 'posts', 'your page,', '""""""Sorry, I\'m""', 'topic-banned']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
74,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",Impolite,"['Apparently,', 'you correctly']","['answered your', 'watch', 'a variable']","['watch', '`ToString`', 'your *actual*']","['Apparently,', 'you correctly', 'watch']","['you correctly', 'your *actual*']","['window gets', 'a variable', 'your *actual*']",[],['window gets'],[],['window gets'],['`ToString`'],['`ToString`'],"['you correctly', 'your *actual*']",[],['answered your'],"['Apparently,', 'watch', 'window gets']","['watch', 'window gets', 'a variable']","['own', 'watch']"
75,I based my sentence on the citation. Are you saying the citation is wrong?,Impolite,['is wrong?'],['my sentence'],['I based'],['I based'],[],['my sentence'],[],[],[],[],[],[],[],[],[],['is wrong?'],['I based'],[]
77,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",Impolite,"['redundant', 'you just did', 'twisted', 'insult to', 'Why do you', 'see the', 'need to', 'proper']","['redundant', '`atoi` after', 'you just did', 'twisted', 'the proper', 'Why do you', 'the broken', '`atoi` when']","['redundant', '`atoi` after', '`strtol`', 'twisted', 'insult to', 'string-to-int', '""""""re-convert""""""', 'proper']","['Doing a', '`atoi` after', '`strtol`', 'string-to-int', 'need to', 'using', 'function', 'proper']","['`atoi` after', 'you just did', 'string-to-int', '""""""re-convert""""""', '`atoi` when', 'you already have', 'it as `val` from a']","['Doing a', 'redundant', '`atoi` after', 'you just did', '`strtol`', '`atoi` when', 'you already have', 'it as `val` from a']",[],"['redundant', '`atoi` after', 'you just did', '`strtol`', 'twisted', 'the value', 'it as `val` from a']",[],"['`atoi` after', 'you just did', '`strtol`', 'string-to-int', 'one can', 'the value', 'it as `val` from a']","['Doing a', '`strtol`', 'is probably', 'string-to-int', 'one can', '`atoi` when', 'it as `val` from a']","['Doing a', '`strtol`', 'is probably', 'string-to-int', 'one can', '`atoi` when', 'it as `val` from a']","['`atoi` after', 'you just did', 'string-to-int', '""""""re-convert""""""', '`atoi` when', 'you already have', 'it as `val` from a']",[],"['`atoi` after', '`strtol`', 'twisted', 'one can', '""""""re-convert""""""', 'the value', '`atoi` when']","['Doing a', 'redundant', 'the most', 'see the', 'function', '`atoi` when', 'proper']","['Doing a', '`atoi` after', 'conversion', 'see the', 'function', '`atoi` when', 'function']","['`atoi` after', '`strtol`', 'twisted', 'C', 'one can', '`atoi` when', 'proper']"
78,What is the actual question? And have you considered using punctuation?,Impolite,['punctuation?'],['What is the actual'],['punctuation?'],['have you considered'],[],['have you considered'],['question? And'],['punctuation?'],['have you considered'],['punctuation?'],['have you considered'],['have you considered'],[],['question? And'],['punctuation?'],['punctuation?'],['punctuation?'],[]
79,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,Impolite,NA,NA,['pie'],['arnt'],[],['@AaronGoodwin your'],['pie'],['pie'],['@AaronGoodwin your'],['pie'],['@AaronGoodwin your'],['@AaronGoodwin your'],[],['pie'],['pie'],['pie'],['just a big'],[]
80,ughh they need to hurry up im hungry and I got a headache!,Impolite,NA,NA,['im hungry'],['ughh they'],[],['im hungry'],[],['a headache!'],[],['a headache!'],['im hungry'],['im hungry'],[],[],['a headache!'],['ughh they'],['ughh they'],[]
81,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",Impolite,NA,NA,"['But dw,', 'chiefly.', 'KEVIN!']","['@kevskiezzz', 'days of you', 'bullying me than']","['But dw,', 'bullying me than']","['But dw,', 'bullying me than', ""you're going""]",[],['point.'],[],['point.'],"['But dw,']","['But dw,']","['But dw,', 'bullying me than']",[],['BYE'],"[""you're going"", 'chiefly.', 'BYE']","['@kevskiezzz', ""you're going"", 'chiefly.']","['But dw,', 'chiefly.']"
82,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
83,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,Impolite,NA,NA,"['pls don', 'repeatedly..me', '7hrs..!!']","['@swatatat', 'pls don', 'tweets']","['pls don', 'repeatedly..me']","['pls don', 'mind me', 'repeatedly..me']","['tweets', 'like']","['mind me', 'like', '7hrs..!!']","['@swatatat', 'bored']","['mind me', 'like', '7hrs..!!']","['@swatatat', 'repeatedly..me', 'travel from']","['@swatatat', 'repeatedly..me', 'travel from']","['pls don', 'repeatedly..me']","['using ur', 'tweets']","['tweets', 'repeatedly..me', 'like']","['@swatatat', 'pls don', 'bored']","['pls don', 'mind me', 'bored']","['pls don', 'mind me']"
84,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",Impolite,"['is crap,']","['scare', 'still at']","['scare', 'George']","['Osbourne', 'still at']",['When it comes'],"['to CREDIBLE', 'it I see.']",[],"['still at', 'it I see.']",[],"['still at', 'it I see.']","['@SteveBakerHW', 'to CREDIBLE']","['@SteveBakerHW', 'to CREDIBLE']",['When it comes'],"['scare', 'still at']","['scare', 'stories']","['@SteveBakerHW', 'Osbourne']","['@SteveBakerHW', 'George']",['scare']
85,So... you want to implement an exclusive decision tree without using if/elif? Why???,Impolite,['Why???'],"['to implement', 'tree']","['if/elif?', 'Why???']","['So... you want', 'an exclusive']",['an exclusive'],"['to implement', 'an exclusive']",[],[],[],[],[],[],['an exclusive'],[],[],"['tree', 'using']",['using'],['Why???']
86,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,Impolite,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
87,@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,Impolite,"['slimebag.', '@StuartHarker1']","[""I wouldn't trust"", 'throw you.']","['slimebag.', '@StuartHarker1']",[],"[""you're a cowan...""]","['@freemanstanzan2', ""you're a cowan...""]",[],[],[],[],[],[],"[""you're a cowan...""]",[],[],['slimebag.'],['slimebag.'],['@StuartHarker1']
88,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",Impolite,"['as it is of no interest to', 'why are we still', 'discussing this?']","['that the references', 'post a', 'reliable']","['encyclopedia.', 'blog', 'reliable']","['No, I have not read it,', 'Are you claiming']",['why are we still'],"['No, I have not read it,', 'as it is of no interest to', 'why are we still']",[],[],[],[],[],[],['why are we still'],[],[],[],[],['blog']
89,User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,Impolite,"['have a history', 'of malicous', 'edits.']","['User', 'edits.', 'Are you then confirming that']","['86.138.232.97 does', 'edits.', 'these malicious']","['User', 'edits', 'user']",['Are you then confirming that'],"['86.138.232.97 does', 'Are you then confirming that', '86.138.232.97 were']",[],[],[],[],[],[],['Are you then confirming that'],[],[],[],[],['edits']
